Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
CARZ,First Trust NASDAQ Global Auto Index Fund,Equity,"US$24,037,202.00 ",9.44%,"9,719",US$34.31 ,0.20%,No,No,-0.16%,8.46%,-19.26%,14.82%,0.78%,US$0.00 ,US$0.00 ,US$0.00 ,"US$6,410,276.00 ","(US$5,315,406.00)","(US$27,653,340.50)",Consumer Discretionary Equities,9/5/2011,0.70%,N/A,US$0.89 ,18/12/2018,US$0.24 ,2.60%,6.95,1.01,35,60.91%,35%,15%,1099,US$31.85 ,US$34.78 ,US$34.25 ,US$34.36 ,59.36,C+,B,C,A+,C+,C,B-,3.79,3.61%,5.50%,30.09,0.11%,7.53%
RNDM,First Trust Developed International Equity Select ETF,Equity,"US$24,024,411.00 ",7.05%,"3,886",US$48.27 ,0.04%,No,No,1.54%,5.23%,-9.33%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$12,698,200.50 ","US$20,517,792.50 ","US$20,517,792.50 ",Foreign Large Cap Equities,20/6/2017,0.65%,N/A,US$1.03 ,18/12/2018,US$0.24 ,2.15%,13.22,0.57,444,19.09%,39%,20%,1099,US$45.35 ,US$48.49 ,US$48.19 ,US$48.31 ,63.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,73.58%,84.17%,176.13,10.27%,7.90%
ROGS,Hartford Multifactor Global Small Cap ETF,Equity,"US$23,442,917.00 ",9.02%,"9,706",US$29.36 ,-0.03%,No,No,0.86%,6.92%,-8.09%,46.96%,N/A,"US$2,887,699.00 ","US$2,887,699.00 ","US$2,887,699.00 ","US$6,034,343.00 ","US$14,019,111.00 ","US$16,484,384.00 ",Small Cap Blend Equities,23/3/2015,0.39%,N/A,US$0.77 ,20/12/2018,US$0.48 ,2.63%,13.3,0.85,422,6.66%,35%,15%,1099,US$27.47 ,US$29.62 ,N/A,N/A,61.67,B-,B-,C+,N/A,N/A,B+,B+,4.6,23.81%,20.64%,109.85,2.34%,2.56%
SMCP,AlphaMark Actively Managed Small Cap ETF,Equity,"US$23,052,300.00 ",10.46%,"3,143",US$23.02 ,0.66%,No,No,2.31%,10.04%,-13.67%,15.68%,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,354,880.00)","(US$3,628,680.00)","US$23,140,820.00 ",Small Cap Blend Equities,21/4/2015,1.22%,N/A,US$0.00 ,N/A,N/A,0.00%,17.79,1.11,7,100.00%,39%,20%,1099,US$20.96 ,US$23.33 ,US$22.88 ,US$23.10 ,55.47,C,B-,C,N/A,B,N/A,C+,3.95,10.29%,7.57%,45.17,0.00%,0.17%
IRBO,iShares Robotics and Artificial Intelligence ETF,Equity,"US$22,885,831.00 ",13.68%,"17,910",US$22.93 ,0.13%,No,No,1.69%,12.24%,N/A,N/A,N/A,"US$4,486,670.00 ","US$4,486,670.00 ","US$4,486,670.00 ","US$12,855,002.00 ","US$12,855,002.00 ","US$12,855,002.00 ",Global Equities,26/6/2018,0.47%,N/A,US$0.07 ,17/12/2018,US$0.04 ,0.30%,23.1,1.15,91,13.99%,39%,20%,1099,US$20.45 ,US$23.12 ,US$22.86 ,US$23.06 ,61.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.97,22.42%,32.42%,36.57,3.57%,4.11%
ESGF,Oppenheimer Global ESG Revenue ETF,Equity,"US$22,844,450.00 ",8.45%,886,US$28.61 ,-0.17%,No,No,0.95%,6.59%,-11.22%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$1,543,789.00 ","US$3,013,311.50 ","US$3,013,311.50 ",Large Cap Blend Equities,27/10/2016,0.45%,N/A,US$0.74 ,26/12/2018,US$0.18 ,2.60%,12.94,0.86,1100,12.34%,20%,39%,1099,US$26.78 ,US$28.83 ,N/A,N/A,60.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,95.04%,92.03%,215.79,13.49%,5.52%
IZRL,ARK Israel Innovative Technology ETF,Equity,"US$21,708,283.00 ",13.74%,"4,673",US$21.11 ,-0.28%,No,No,4.30%,9.38%,4.09%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$37,891.00)","US$16,616,810.75 ","US$16,616,810.75 ",Small Cap Blend Equities,5/12/2017,0.49%,N/A,US$0.57 ,27/12/2018,US$0.57 ,2.71%,20.31,0.96,41,28.19%,39%,20%,1099,US$19.04 ,US$21.04 ,US$21.05 ,US$21.24 ,63.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAGG,Invesco Global Agriculture ETF,Equity,"US$20,742,168.00 ",8.39%,"2,278",US$25.64 ,0.63%,No,No,2.68%,7.55%,-7.90%,24.58%,1.10%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$113,030.00)","(US$6,236,649.00)","(US$56,432,103.00)",Commodity Producers Equities,18/9/2008,0.77%,N/A,US$0.34 ,24/12/2018,US$0.07 ,1.31%,20.31,0.92,51,56.25%,35%,15%,1099,US$24.11 ,US$26.04 ,US$25.41 ,US$25.75 ,55.76,B-,C+,C,A-,A-,C+,B+,4.99,0.00%,33.06%,581.3,3.50%,3.72%
FPXI,First Trust International IPO ETF,Equity,"US$19,954,475.00 ",9.93%,"3,525",US$33.31 ,0.00%,No,No,0.42%,7.42%,-13.73%,42.43%,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$963,199.00)","US$18,847,180.00 ","US$17,397,842.50 ",Large Cap Blend Equities,4/11/2014,0.70%,N/A,US$0.53 ,18/12/2018,US$0.10 ,1.59%,14.74,1.13,51,54.39%,35%,15%,1099,US$30.48 ,US$33.78 ,US$33.26 ,US$33.42 ,62.86,C+,B+,C+,N/A,N/A,B-,C+,4.96,2.85%,32.26%,261.49,1.49%,8.05%
PEX,ProShares Global Listed Private Equity ETF,Equity,"US$19,584,518.00 ",9.37%,"2,882",US$32.58 ,0.25%,No,No,1.21%,6.84%,-9.46%,28.91%,20.85%,US$0.00 ,US$0.00 ,US$0.00 ,"US$13,628,740.25 ","US$10,548,486.75 ","US$14,925,236.75 ",Financials Equities,26/2/2013,2.78%,N/A,US$1.40 ,26/12/2018,US$0.50 ,4.31%,10.96,0.8,31,62.39%,35%,15%,1099,US$30.78 ,US$32.80 ,US$32.56 ,US$32.61 ,61,C,C,C+,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
