Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
VEA,Vanguard FTSE Developed Markets ETF,Equity,"US$68,314,870,968.00 ",7.41%,"23,600,528",US$39.85 ,-0.05%,No,No,0.89%,5.20%,-12.80%,25.76%,17.41%,"(US$1,430,893,550.52)","(US$690,518,328.46)","(US$1,431,038,308.77)","US$6,731,683,650.10 ","US$36,076,550,887.15 ","US$49,186,938,700.94 ",Foreign Large Cap Equities,26/7/2007,0.07%,2 Platforms,US$1.24 ,24/12/2018,US$0.38 ,3.12%,12.9,0.86,1839,9.32%,35%,15%,1099,US$37.79 ,US$40.08 ,N/A,N/A,60.11,A,A,A,A-,B,A-,A,6.35,48.96%,77.64%,181.45,10.44%,5.96%
EFA,iShares MSCI EAFE ETF,Equity,"US$64,962,758,905.00 ",6.60%,"42,121,600",US$62.66 ,-0.03%,No,No,0.79%,4.59%,-12.78%,23.28%,14.11%,"(US$1,321,481,760.00)","(US$149,299,032.00)","(US$1,321,481,760.00)","(US$6,828,902,658.00)","US$4,782,654.00 ","US$13,794,366,654.00 ",Foreign Large Cap Equities,14/8/2001,0.31%,N/A,US$1.99 ,18/12/2018,US$0.64 ,3.20%,13.29,0.85,1175,11.96%,35%,15%,1099,US$59.83 ,US$62.97 ,N/A,N/A,59.07,A,A+,A-,A-,B,B+,A,6.6,74.09%,84.24%,157.42,12.51%,6.94%
IEFA,iShares Core MSCI EAFE ETF,Equity,"US$55,235,395,841.00 ",6.75%,"15,747,113",US$58.71 ,0.05%,No,No,0.76%,4.67%,-13.22%,24.94%,16.88%,"(US$585,440,426.00)",US$0.00 ,"(US$585,440,426.00)","US$12,458,622,340.00 ","US$46,952,058,354.00 ","US$56,271,844,354.00 ",Foreign Large Cap Equities,18/10/2012,0.08%,Fidelity,US$1.90 ,18/12/2018,US$0.75 ,3.27%,13.31,0.85,2759,11.09%,35%,15%,1099,US$56.03 ,US$59.00 ,N/A,N/A,59.4,A+,A,A,N/A,B+,B+,A,6.44,57.25%,80.02%,157,11.17%,6.62%
VEU,Vanguard FTSE All-World ex-US ETF,Equity,"US$22,965,349,204.00 ",7.35%,"5,250,461",US$48.93 ,-0.20%,No,No,0.85%,5.29%,-12.77%,30.39%,18.78%,"US$41,551,594.17 ","(US$232,983,820.99)","(US$204,254,755.62)","US$1,936,329,729.06 ","US$8,472,542,699.08 ","US$12,017,128,029.90 ",Foreign Large Cap Equities,8/3/2007,0.11%,2 Platforms,US$1.49 ,24/12/2018,US$0.45 ,3.03%,12.6,0.88,1115,9.29%,35%,15%,1099,US$46.33 ,US$49.23 ,US$48.81 ,US$49.06 ,60.26,A,A+,A,B,B,A-,A,6,21.11%,66.14%,224.1,9.44%,5.82%
SCHF,Schwab International Equity ETF,Equity,"US$16,143,886,626.00 ",7.20%,"7,488,307",US$30.39 ,0.00%,No,No,0.86%,5.23%,-12.47%,26.11%,15.16%,"US$189,183,333.00 ",US$0.00 ,"US$118,715,883.00 ","US$4,069,440,163.00 ","US$10,941,014,466.00 ","US$14,404,195,085.00 ",Large Cap Blend Equities,3/11/2009,0.06%,Charles Schwab,US$0.87 ,12/12/2018,US$0.87 ,2.86%,13.91,0.84,1330,14.36%,35%,15%,1099,US$28.83 ,US$30.58 ,N/A,N/A,60.13,A,A,A+,B+,A-,B,A,6.44,57.12%,80.00%,179.73,11.19%,6.18%
VT,Vanguard Total World Stock ETF,Equity,"US$13,300,380,969.00 ",8.00%,"3,534,106",US$70.70 ,0.01%,No,No,1.33%,6.40%,-7.10%,40.50%,40.84%,"US$531,582,653.40 ","(US$83,292,000.00)","US$270,142,653.40 ","US$3,017,184,955.95 ","US$6,288,637,951.22 ","US$8,971,436,906.57 ",Large Cap Blend Equities,26/6/2008,0.10%,2 Platforms,US$2.02 ,24/12/2018,US$0.49 ,2.87%,15.3,0.95,847,9.01%,35%,15%,1099,US$66.31 ,US$71.02 ,US$70.51 ,US$70.89 ,60.36,A+,A,A,A-,A-,B+,A+,5.55,28.31%,50.66%,206,10.40%,5.76%
IXUS,iShares Core MSCI Total International Stock ETF,Equity,"US$13,299,367,746.00 ",7.56%,"1,584,950",US$56.50 ,-0.21%,No,No,0.93%,5.57%,-12.85%,30.85%,17.74%,"US$375,181,176.00 ",US$0.00 ,"US$140,720,196.00 ","US$5,445,748,265.00 ","US$11,346,950,719.00 ","US$12,840,194,719.00 ",Foreign Large Cap Equities,18/10/2012,0.10%,Fidelity,US$1.58 ,18/12/2018,US$0.69 ,2.78%,12.97,0.84,4453,9.03%,35%,15%,1099,US$53.37 ,US$56.88 ,N/A,N/A,60.96,A,A,A,B+,B+,A-,A,5.91,16.19%,63.05%,219.31,8.90%,5.71%
VXUS,Vanguard Total International Stock ETF,Equity,"US$11,303,203,579.00 ",7.50%,"1,627,361",US$50.76 ,-0.16%,No,No,0.91%,5.49%,-12.92%,29.91%,18.52%,"US$382,604,675.78 ","US$36,308,697.43 ","US$151,466,922.39 ","US$1,666,388,243.78 ","US$5,502,882,114.37 ","US$8,876,842,255.04 ",Foreign Large Cap Equities,26/1/2011,0.11%,Vanguard,US$1.50 ,24/12/2018,US$0.50 ,2.95%,12.7,0.86,889,7.58%,35%,15%,1099,US$47.96 ,US$51.07 ,N/A,N/A,60.89,A,A,A+,B+,B,A-,A,5.94,17.75%,64.27%,223.72,8.52%,5.39%
GDX,VanEck Vectors Gold Miners ETF,Equity,"US$10,734,227,663.00 ",7.02%,"48,041,112",US$22.57 ,-0.53%,No,No,6.56%,5.96%,-4.27%,61.43%,-0.81%,"(US$526,017,491.50)","(US$15,313,305.00)","(US$526,017,491.50)","US$3,448,734,579.00 ","US$3,844,184,814.50 ","US$4,418,705,049.50 ",Materials,22/5/2006,0.53%,N/A,US$0.10 ,20/12/2018,US$0.10 ,0.47%,27.41,-0.27,47,58.29%,35%,15%,1099,US$19.87 ,US$22.43 ,US$22.30 ,US$22.75 ,66.15,B+,A+,A-,C+,C+,B+,B-,5.27,60.47%,40.94%,446.9,2.67%,0.00%
ACWI,iShares MSCI ACWI ETF,Equity,"US$10,382,826,645.00 ",7.92%,"6,039,442",US$69.24 ,-0.12%,No,No,1.27%,6.42%,-7.16%,39.57%,40.72%,"(US$1,056,209,620.00)","(US$327,262,228.00)","(US$1,491,450,804.00)","US$2,237,075,688.00 ","US$3,338,785,906.00 ","US$3,921,467,906.00 ",Large Cap Blend Equities,26/3/2008,0.32%,2 Platforms,US$1.44 ,28/12/2018,US$0.04 ,2.08%,16.74,0.94,1534,11.32%,35%,15%,1099,US$64.88 ,US$69.57 ,US$69.06 ,US$69.44 ,60.19,A,A,A-,A-,A-,B,A,5.7,37.29%,55.73%,199.87,11.20%,6.20%
EFAV,iShares Edge MSCI Min Vol EAFE ETF,Equity,"US$10,359,005,379.00 ",4.55%,"1,427,840",US$69.69 ,-0.01%,No,No,1.06%,2.77%,-4.77%,20.62%,36.67%,"US$337,555,494.00 ","US$82,788,396.00 ","US$151,347,046.00 ","US$2,387,713,998.00 ","US$5,399,480,061.00 ","US$9,212,195,061.00 ",Foreign Large Cap Equities,18/10/2011,0.20%,Fidelity,US$2.22 ,18/12/2018,US$0.77 ,3.20%,16.12,0.58,359,14.15%,35%,15%,1099,US$67.60 ,US$69.81 ,US$69.57 ,US$69.81 ,60.96,A,A,A,B-,A+,B,B+,6.49,61.66%,81.33%,253.15,11.71%,10.39%
SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,"US$9,332,634,872.00 ",7.85%,"2,025,506",US$55.89 ,-0.21%,No,No,0.43%,5.75%,-16.00%,29.04%,27.53%,"US$127,360,248.00 ",US$0.00 ,"US$65,352,696.00 ","US$312,358,136.00 ","US$3,139,604,972.00 ","US$5,480,784,972.00 ",Foreign Small & Mid Cap Equities,10/12/2007,0.39%,2 Platforms,US$1.45 ,18/12/2018,US$0.68 ,2.58%,13.38,0.83,1766,7.28%,35%,15%,1099,US$53.01 ,US$56.46 ,US$55.80 ,US$55.99 ,59.08,A,A+,A-,A,A-,B+,A,5.43,48.62%,46.40%,150.64,3.45%,4.66%
EZU,iShares MSCI EMU ETF,Equity,"US$6,209,868,451.00 ",6.62%,"7,650,271",US$37.38 ,0.08%,No,No,0.62%,5.12%,-17.28%,22.02%,8.00%,"(US$585,050,744.00)","(US$96,958,836.00)","(US$507,895,864.00)","(US$8,050,823,507.00)","(US$8,819,085,687.00)","(US$1,566,762,687.00)",Europe Equities,25/7/2000,0.47%,N/A,US$1.22 ,18/12/2018,US$0.19 ,3.27%,12.86,0.9,279,21.08%,35%,15%,1099,US$35.36 ,US$37.64 ,US$37.24 ,US$37.52 ,58.66,A-,A+,B-,B,B-,B,A-,7.21,73.44%,95.50%,163.9,16.89%,6.71%
EFV,iShares MSCI EAFE Value ETF,Equity,"US$6,061,697,451.00 ",6.28%,"1,822,937",US$48.06 ,-0.21%,No,No,0.29%,3.73%,-14.49%,23.83%,6.52%,"(US$24,762,704.00)",US$0.00 ,"(US$132,928,592.00)","US$401,675,260.00 ","US$3,197,363,928.00 ","US$4,085,599,928.00 ",Foreign Large Cap Equities,1/8/2005,0.38%,TD Ameritrade,US$2.06 ,18/12/2018,US$0.64 ,4.30%,10.01,0.85,599,17.41%,35%,15%,1099,US$46.22 ,US$48.40 ,US$47.92 ,US$48.19 ,57.9,A-,A-,B+,B+,B-,A-,A-,6.33,47.15%,76.84%,213.37,12.91%,4.70%
VSS,Vanguard FTSE All-World ex-US Small-Cap ETF,Equity,"US$5,630,213,099.00 ",7.30%,"465,369",US$101.59 ,-0.17%,No,No,0.98%,5.34%,-16.50%,27.63%,16.07%,"US$224,194,976.86 ","(US$40,224,000.00)","(US$30,486,772.32)","US$1,612,553,881.93 ","US$3,133,507,381.32 ","US$4,160,166,009.90 ",Foreign Small & Mid Cap Equities,6/4/2009,0.13%,2 Platforms,US$2.65 ,24/12/2018,US$1.54 ,2.61%,13.1,0.82,1427,2.82%,35%,15%,1099,US$96.29 ,US$102.07 ,US$101.36 ,US$101.84 ,59.86,A+,A,A+,B-,A,A,A+,5.29,34.86%,41.53%,219.59,2.96%,3.09%
GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Equity,"US$5,465,895,959.00 ",10.11%,"907,813",US$32.24 ,0.40%,No,No,2.81%,7.25%,-4.62%,64.01%,13.18%,"US$13,857,162.00 ","US$22,135,631.00 ","US$47,624,209.50 ","US$347,927,193.50 ","US$2,905,828,264.78 ","US$2,713,736,604.11 ",Commodity Producers Equities,16/9/2011,0.46%,N/A,US$0.96 ,21/12/2018,US$0.22 ,3.03%,16.5,0.84,117,36.89%,35%,15%,1099,US$29.97 ,US$32.12 ,US$32.11 ,US$32.32 ,63.2,A,A,A-,A-,A-,B,A,5.02,58.89%,33.87%,627.76,9.57%,3.59%
DBEF,Xtrackers MSCI EAFE Currency-Hedged Equity Fund,Equity,"US$4,987,895,827.00 ",6.38%,"1,932,658",US$29.68 ,0.13%,No,No,0.88%,4.21%,-5.01%,24.42%,34.05%,"(US$192,192,778.00)",US$0.00 ,"(US$102,910,094.00)","(US$1,313,845,836.00)","(US$8,820,632,210.00)","US$5,275,772,775.40 ",Foreign Large Cap Equities,9/6/2011,0.35%,E*TRADE,US$0.90 ,19/12/2018,US$0.60 ,3.04%,12.84,0.75,856,11.83%,35%,15%,1099,US$28.36 ,US$29.85 ,US$29.60 ,US$29.76 ,57.83,B+,A,B+,A,C,A-,C,6.6,74.22%,84.25%,157.28,11.96%,6.64%
GDXJ,VanEck Vectors Junior Gold Miners ETF,Equity,"US$4,568,697,419.00 ",8.67%,"13,262,567",US$32.84 ,-0.36%,No,No,7.32%,4.99%,-1.88%,82.09%,-0.32%,"(US$87,912,670.00)","(US$36,205,307.50)","(US$56,541,380.00)","US$327,485,337.50 ","US$3,085,715,234.40 ","US$4,190,367,439.79 ",Materials,10/11/2009,0.54%,N/A,US$0.14 ,20/12/2018,US$0.14 ,0.41%,19.4,-0.3,70,44.94%,35%,15%,1099,US$28.90 ,US$32.77 ,US$32.44 ,US$33.09 ,66.04,B,A,B+,C,C,A-,B+,4.39,11.63%,16.02%,561.33,6.91%,0.00%
IDV,iShares International Select Dividend ETF,Equity,"US$4,144,426,448.00 ",7.49%,"1,218,168",US$30.86 ,0.10%,No,No,1.15%,5.11%,-8.22%,30.95%,9.70%,"(US$42,503,737.00)",US$0.00 ,"(US$23,868,408.00)","(US$372,635,077.50)","US$1,372,199,996.00 ","US$1,817,664,601.00 ",Foreign Large Cap Equities,15/6/2007,0.50%,Fidelity,US$1.70 ,18/12/2018,US$0.47 ,5.56%,13.16,0.86,119,28.47%,35%,15%,1099,US$29.24 ,US$30.98 ,US$30.79 ,US$30.94 ,61.65,B-,A,B-,C+,C+,A,B-,7.37,98.45%,97.16%,213.81,6.45%,5.80%
SPDW,SPDR Portfolio World ex-US ETF,Equity,"US$4,143,867,630.00 ",7.56%,"2,283,474",US$28.45 ,-0.04%,No,No,0.92%,5.37%,-12.17%,27.22%,17.17%,"US$461,915,888.00 ",US$0.00 ,"US$330,283,438.00 ","US$2,056,552,696.00 ","US$3,368,791,370.00 ","US$3,368,791,370.00 ",Foreign Large Cap Equities,26/4/2007,0.04%,N/A,US$0.81 ,24/12/2018,US$0.28 ,2.86%,12.48,0.87,1443,11.13%,39%,20%,1099,US$26.94 ,US$28.60 ,US$28.38 ,US$28.51 ,60.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.41,54.79%,79.45%,174.95,10.40%,6.28%
FNDF,Schwab Fundamental International Large Company Index ETF,Equity,"US$4,003,369,474.00 ",6.98%,"1,080,861",US$26.98 ,-0.22%,No,No,0.48%,4.37%,-12.69%,29.47%,13.93%,"US$46,859,412.00 ",US$0.00 ,"US$26,668,380.00 ","US$846,374,768.00 ","US$3,066,599,701.06 ","US$3,965,245,547.97 ",Foreign Large Cap Equities,15/8/2013,0.25%,Charles Schwab,US$0.87 ,12/12/2018,US$0.87 ,3.23%,13.29,0.93,856,13.87%,35%,15%,1099,US$25.83 ,US$27.18 ,US$26.93 ,US$27.05 ,58.88,B+,A-,A-,N/A,B-,B,N/A,6.49,61.92%,81.43%,235.22,12.77%,5.29%
ACWV,iShares Edge MSCI Min Vol Global ETF,Equity,"US$3,806,887,193.00 ",5.14%,"402,661",US$85.44 ,0.00%,No,No,1.74%,4.53%,0.76%,34.10%,56.74%,"US$80,708,640.00 ",US$0.00 ,US$0.00 ,"US$139,533,865.00 ","US$787,776,308.00 ","US$1,933,180,674.00 ",Large Cap Blend Equities,18/10/2011,0.20%,N/A,US$1.89 ,18/12/2018,US$0.99 ,2.22%,19.4,0.64,434,10.22%,35%,15%,1099,US$81.35 ,US$85.36 ,N/A,N/A,61.89,A-,A-,A,C+,A,B,B+,5.43,21.53%,46.40%,370.32,12.28%,6.94%
ACWX,iShares MSCI ACWI ex U.S. ETF,Equity,"US$3,806,833,704.00 ",7.32%,"4,045,226",US$45.03 ,-0.20%,No,No,0.85%,5.46%,-12.46%,30.06%,16.05%,"(US$1,303,946,358.00)","(US$338,195,414.00)","(US$1,378,814,136.00)","US$900,127,942.00 ","US$1,371,342,360.00 ","US$2,406,164,360.00 ",Foreign Large Cap Equities,26/3/2008,0.32%,N/A,US$1.11 ,28/12/2018,US$0.02 ,2.46%,12.92,0.86,1324,11.31%,35%,15%,1099,US$42.49 ,US$45.32 ,N/A,N/A,60.71,A-,A,A-,B-,B,B+,A,6.07,26.30%,68.70%,202.23,9.58%,5.87%
EFG,iShares MSCI EAFE Growth ETF,Equity,"US$3,766,654,710.00 ",6.34%,"666,318",US$73.45 ,0.16%,No,No,1.42%,4.88%,-11.46%,21.38%,19.81%,"(US$63,697,480.00)","(US$57,791,984.00)","(US$201,397,984.00)","US$510,640,908.00 ","US$1,093,735,152.00 ","US$1,914,447,152.00 ",Foreign Large Cap Equities,1/8/2005,0.40%,TD Ameritrade,US$1.37 ,18/12/2018,US$0.41 ,1.88%,19.5,0.87,698,17.93%,35%,15%,1099,US$69.72 ,US$73.59 ,US$73.27 ,US$73.62 ,59.78,A-,A-,B+,A-,A-,B-,A-,6.88,91.97%,90.48%,100.71,12.13%,9.18%
BBEU,JPMorgan BetaBuilders Europe ETF,Equity,"US$2,998,554,721.00 ",6.41%,"1,513,311",US$22.73 ,0.22%,No,No,1.20%,4.70%,N/A,N/A,N/A,"US$357,654,526.00 ",US$0.00 ,"US$39,053,952.00 ","US$3,022,599,294.00 ","US$3,022,599,294.00 ","US$3,022,599,294.00 ",Europe Equities,15/6/2018,0.09%,N/A,US$0.10 ,24/12/2018,US$0.07 ,0.46%,13.62,0.7,543,18.26%,39%,20%,1099,US$21.61 ,US$22.80 ,US$22.64 ,US$22.81 ,59.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.03,54.03%,92.97%,147.67,13.11%,6.06%
HEFA,iShares Currency Hedged MSCI EAFE ETF,Equity,"US$2,892,967,266.00 ",6.16%,"1,122,618",US$27.40 ,-0.04%,No,No,0.74%,4.14%,-5.63%,23.59%,N/A,"(US$50,699,226.00)",US$0.00 ,"(US$45,535,634.00)","(US$1,179,534,760.00)","(US$1,144,696,487.50)","US$2,888,773,512.50 ",Foreign Large Cap Equities,31/1/2014,0.35%,N/A,US$1.01 ,28/12/2018,US$0.29 ,3.70%,13.13,0.76,2,100.00%,35%,15%,1099,US$26.23 ,US$27.59 ,US$27.34 ,US$27.48 ,56.83,B+,A,A-,N/A,C,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
